customer_id,first_name,last_name,phone,email,street,city,state_zip
1224,Abram,Copeland,NULL,abram.copeland@gmail.com,9782 Indian Spring Lane,Harlingen,"TX,78552"
482,Narcisa,Knapp,NULL,narcisa.knapp@aol.com,435 Dogwood Dr.,Amarillo,"TX,79106"
21,Tobie,Little,NULL,tobie.little@gmail.com,10 Silver Spear Dr.,Victoria,"TX,77904"
77,Keri,Bridges,NULL,keri.bridges@gmail.com,8504 Brickell Ave.,Richardson,"TX,75080"
1382,Wynona,Douglas,NULL,wynona.douglas@msn.com,6 Country Ave.,Harlingen,"TX,78552"
153,Laraine,Robbins,NULL,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane,San Angelo,"TX,76901"
1238,Edgar,Quinn,NULL,edgar.quinn@aol.com,556 Dogwood Ave.,Harlingen,"TX,78552"
1024,Coleman,Boyd,(915) 607-6336,coleman.boyd@yahoo.com,9740 Bay Meadows Drive,El Paso,"TX,79930"
136,Sarita,Parks,NULL,sarita.parks@msn.com,7809 Second Lane,Forney,"TX,75126"
788,Lilliam,Nolan,NULL,lilliam.nolan@msn.com,8976 Berkshire Court,Copperas Cove,"TX,76522"
1108,Bao,Wade,NULL,bao.wade@gmail.com,7587 Church St.,Desoto,"TX,75115"
68,Jayne,Kirkland,NULL,jayne.kirkland@hotmail.com,7800 Second Lane,Rowlett,"TX,75088"
50,Cleotilde,Booth,NULL,cleotilde.booth@gmail.com,17 Corona St.,Sugar Land,"TX,77478"
834,Brain,Skinner,NULL,brain.skinner@hotmail.com,8676 Ketch Harbour Ave.,Euless,"TX,76039"
271,Katheleen,Marks,NULL,katheleen.marks@yahoo.com,69 North Tower St.,Longview,"TX,75604"
511,Julienne,Moody,(682) 841-4643,julienne.moody@hotmail.com,35 South Oxford Rd.,Fort Worth,"TX,76110"
316,Hortencia,Graham,NULL,hortencia.graham@aol.com,7764 Greenrose Street,Euless,"TX,76039"
962,Maple,Griffin,NULL,maple.griffin@gmail.com,20 Glendale Drive,Copperas Cove,"TX,76522"
1080,Mirella,Duffy,NULL,mirella.duffy@yahoo.com,43 University Ave.,Longview,"TX,75604"
1102,Henrietta,Wagner,(682) 143-2224,henrietta.wagner@hotmail.com,54 Brickyard St.,Fort Worth,"TX,76110"
376,Elanor,Patrick,NULL,elanor.patrick@aol.com,51 Howard Ave.,Victoria,"TX,77904"
584,Lynne,Anderson,(915) 789-6666,lynne.anderson@msn.com,325 Inverness St.,El Paso,"TX,79930"
850,Stephanie,Browning,NULL,stephanie.browning@yahoo.com,9156 Lantern St.,Rowlett,"TX,75088"
312,Cameron,Carroll,NULL,cameron.carroll@yahoo.com,9133 South Halifax Ave.,Longview,"TX,75604"
1363,Nestor,Haynes,(281) 969-4579,nestor.haynes@msn.com,27 Nut Swamp Street,Houston,"TX,77016"
802,Barrett,Sanders,NULL,barrett.sanders@aol.com,32 Hawthorne St.,Longview,"TX,75604"
913,Liliana,Kerr,NULL,liliana.kerr@yahoo.com,3 Cherry Drive,Desoto,"TX,75115"
722,Camila,Carroll,(210) 436-8676,camila.carroll@yahoo.com,72 Shub Farm Avenue,San Antonio,"TX,78213"
669,Willis,Randolph,NULL,willis.randolph@yahoo.com,332 Constitution St.,Harlingen,"TX,78552"
484,Chelsey,Boyd,NULL,chelsey.boyd@yahoo.com,9569 Birchpond Ave.,Euless,"TX,76039"
1203,Georgeann,Rojas,NULL,georgeann.rojas@msn.com,691 Devon Ave.,Desoto,"TX,75115"
232,Freddie,Mathis,NULL,freddie.mathis@hotmail.com,31 Shady St.,Euless,"TX,76039"
116,Merlene,Vinson,NULL,merlene.vinson@gmail.com,431 Vine Dr.,Euless,"TX,76039"
20,Aleta,Shepard,NULL,aleta.shepard@aol.com,684 Howard St.,Sugar Land,"TX,77478"
248,Cecelia,Gill,NULL,cecelia.gill@aol.com,372 Silver Spear Dr.,Mcallen,"TX,78501"
885,Janna,Hayden,NULL,janna.hayden@msn.com,32 Hilldale Street,Longview,"TX,75604"
953,Kattie,Stevenson,NULL,kattie.stevenson@aol.com,52 Carson Street,Helotes,"TX,78023"
389,Leif,Short,NULL,leif.short@gmail.com,962 Carpenter Ave.,San Angelo,"TX,76901"
198,Luis,Tyler,NULL,luis.tyler@gmail.com,9568 Campfire Circle,Amarillo,"TX,79106"
1230,Jesus,Burch,NULL,jesus.burch@hotmail.com,7024 Squaw Creek Street,Desoto,"TX,75115"
1318,Tisha,Petty,(210) 851-3122,tisha.petty@msn.com,9083 Lake View Ave.,San Antonio,"TX,78213"
1337,Bernetta,Summers,NULL,bernetta.summers@aol.com,1 Young Ave.,Longview,"TX,75604"
1011,Sebrina,Gross,NULL,sebrina.gross@yahoo.com,993 Glendale Drive,Garland,"TX,75043"
221,Clementine,Mooney,NULL,clementine.mooney@yahoo.com,678 Charles Court,Mcallen,"TX,78501"
907,Daina,Sampson,NULL,daina.sampson@msn.com,556 Wellington St.,Longview,"TX,75604"
1064,Patsy,Russo,NULL,patsy.russo@gmail.com,8438 Fairway Avenue,Rowlett,"TX,75088"
289,Charmain,Webster,NULL,charmain.webster@hotmail.com,36 East Stonybrook Rd.,Richardson,"TX,75080"
481,Jayson,Rutledge,NULL,jayson.rutledge@yahoo.com,8672 Coffee St.,Lake Jackson,"TX,77566"
297,Christia,Carson,NULL,christia.carson@gmail.com,220 Orchard Street,Helotes,"TX,78023"
1008,Berneice,Pollard,NULL,berneice.pollard@hotmail.com,607 Bohemia Street,Forney,"TX,75126"
747,Margret,Barnett,NULL,margret.barnett@gmail.com,7509 Depot Rd.,Forney,"TX,75126"
830,Edmund,Gaines,NULL,edmund.gaines@gmail.com,8643 Gartner St.,Copperas Cove,"TX,76522"
207,Michel,Blankenship,NULL,michel.blankenship@msn.com,382 West Hill Dr.,Forney,"TX,75126"
883,Gilberte,Duke,(915) 903-7860,gilberte.duke@gmail.com,12 Birchwood Dr.,El Paso,"TX,79930"
808,Vallie,Dixon,NULL,vallie.dixon@yahoo.com,85 E. Ann Drive,Rowlett,"TX,75088"
675,Kermit,Bowman,(915) 996-5952,kermit.bowman@gmail.com,3 Airport Street,El Paso,"TX,79930"
687,Cecilia,Camacho,NULL,cecilia.camacho@yahoo.com,682 Mountainview Rd.,Desoto,"TX,75115"
931,Porter,Bass,NULL,porter.bass@hotmail.com,370 North Alderwood Dr.,San Angelo,"TX,76901"
576,Shirely,Stanley,(915) 437-6113,shirely.stanley@gmail.com,73 White Avenue,El Paso,"TX,79930"
866,Lynwood,Jackson,NULL,lynwood.jackson@aol.com,9449 Linda Street,Longview,"TX,75604"
899,Carisa,Carpenter,NULL,carisa.carpenter@hotmail.com,551 Belmont Lane,Victoria,"TX,77904"
1040,Shantae,Hammond,NULL,shantae.hammond@hotmail.com,526 Harvard Drive,Victoria,"TX,77904"
872,Silas,Tate,(361) 219-2149,silas.tate@yahoo.com,9754 53rd Court,Corpus Christi,"TX,78418"
427,Latonya,Dixon,NULL,latonya.dixon@hotmail.com,9399 Evergreen Street,Garland,"TX,75043"
135,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St.,Houston,"TX,77016"
778,Corrinne,Garrison,NULL,corrinne.garrison@yahoo.com,81 East Glenwood Ave.,Victoria,"TX,77904"
401,Shaunda,Barnett,NULL,shaunda.barnett@gmail.com,9366 San Carlos Lane,Longview,"TX,75604"
1072,Maryalice,Henry,NULL,maryalice.henry@msn.com,85 Prince Street,Richardson,"TX,75080"
555,Marry,Benjamin,NULL,marry.benjamin@yahoo.com,33 Amerige Street,Forney,"TX,75126"
173,Marquerite,Dawson,NULL,marquerite.dawson@gmail.com,37 Hamilton Court,Garland,"TX,75043"
939,Maximina,Hutchinson,(361) 164-3098,maximina.hutchinson@hotmail.com,53 Stillwater Avenue,Corpus Christi,"TX,78418"
906,Erik,Leblanc,NULL,erik.leblanc@aol.com,7 East Nut Swamp Street,Sugar Land,"TX,77478"
560,Tricia,Daniels,NULL,tricia.daniels@gmail.com,8628 Crescent Court,Forney,"TX,75126"
835,Roseanne,Maynard,NULL,roseanne.maynard@yahoo.com,219 Old Paris Hill Dr.,Euless,"TX,76039"
159,Regina,Burns,NULL,regina.burns@aol.com,713 Buckingham St.,Garland,"TX,75043"
