customer_id,first_name,last_name,phone,email,street,city,state_zip
655,Marylyn,Browning,NULL,marylyn.browning@msn.com,915 Lakeshore Street,Scarsdale,"NY,10583"
1421,Edris,Barrett,NULL,edris.barrett@hotmail.com,36 Pulaski Drive,Plattsburgh,"NY,12901"
1086,Cori,Schwartz,NULL,cori.schwartz@msn.com,43 Lancaster Lane,Jamaica,"NY,11432"
943,Lynn,Mcmahon,NULL,lynn.mcmahon@msn.com,9 Surrey St.,Scarsdale,"NY,10583"
793,Chantay,Maynard,NULL,chantay.maynard@gmail.com,7483 1st Ave.,Elmhurst,"NY,11373"
924,Lea,Irwin,NULL,lea.irwin@gmail.com,845 Adams Lane,New Windsor,"NY,12553"
772,Latricia,Lindsey,NULL,latricia.lindsey@hotmail.com,288 Campfire Dr.,Yorktown Heights,"NY,10598"
464,Bess,Mcbride,NULL,bess.mcbride@yahoo.com,9832 Winchester St.,Garden City,"NY,11530"
126,Lavina,Dejesus,NULL,lavina.dejesus@msn.com,59 E. Valley Avenue,Newburgh,"NY,12550"
65,Kanesha,Vega,NULL,kanesha.vega@gmail.com,771 E. Oxford Drive,Rome,"NY,13440"
342,Cassondra,Pruitt,NULL,cassondra.pruitt@aol.com,4 Alderwood Circle,Merrick,"NY,11566"
1145,Deandrea,Vega,(914) 818-7312,deandrea.vega@gmail.com,613 Mill Pond St.,Yonkers,"NY,10701"
525,Andreas,Mayer,NULL,andreas.mayer@hotmail.com,8577 Galvin Circle,New Rochelle,"NY,10801"
1244,Trang,Hardin,NULL,trang.hardin@yahoo.com,9255 Myers Drive,Depew,"NY,14043"
969,Jennell,Solis,(507) 421-7354,jennell.solis@hotmail.com,194 2nd Rd.,Rochester,"NY,14606"
417,Zoraida,Patton,NULL,zoraida.patton@aol.com,95 Grand Dr.,Huntington Station,"NY,11746"
1140,Penney,Hall,NULL,penney.hall@msn.com,8306 Jockey Hollow Street,Liverpool,"NY,13090"
144,Hans,Price,NULL,hans.price@hotmail.com,51 Glendale Road,Port Chester,"NY,10573"
428,Hipolito,Padilla,NULL,hipolito.padilla@hotmail.com,311 E. Rose Avenue,New Rochelle,"NY,10801"
1098,Treasa,Dickerson,NULL,treasa.dickerson@hotmail.com,70 W. Creekside Road,Rockville Centre,"NY,11570"
916,Alishia,Elliott,NULL,alishia.elliott@aol.com,8905 Courtland Ave.,Mount Vernon,"NY,10550"
978,Diana,Reyes,NULL,diana.reyes@msn.com,7415 Annadale St.,Bronx,"NY,10451"
1222,Geraldine,O'donnell,NULL,geraldine.o'donnell@hotmail.com,8241 Lookout Rd.,Flushing,"NY,11354"
1236,Rudolph,Velez,NULL,rudolph.velez@yahoo.com,9397 Pleasant Drive,Mount Vernon,"NY,10550"
460,Romelia,Myers,NULL,romelia.myers@msn.com,8630 Brook St.,Garden City,"NY,11530"
228,Whitney,Estes,(631) 315-4020,whitney.estes@gmail.com,454 Bear Hill Street,Brentwood,"NY,11717"
486,Valeri,Marshall,NULL,valeri.marshall@hotmail.com,494 East Brewery Dr.,East Meadow,"NY,11554"
705,Camille,Harvey,NULL,camille.harvey@hotmail.com,859 Beaver Ridge Ave.,Huntington,"NY,11743"
7,Latasha,Hays,(716) 986-3359,latasha.hays@hotmail.com,7014 Manor Station Rd.,Buffalo,"NY,14215"
241,Manie,Sanchez,NULL,manie.sanchez@hotmail.com,471 Illinois Ave.,Queensbury,"NY,12804"
862,Mellie,Puckett,NULL,mellie.puckett@yahoo.com,64 Van Dyke St.,Fresh Meadows,"NY,11365"
414,Romaine,Haley,NULL,romaine.haley@aol.com,737 Edgefield Drive,Ithaca,"NY,14850"
827,George,Pickett,NULL,george.pickett@msn.com,691 Rocky River St.,Sunnyside,"NY,11104"
156,Charlyn,Cantrell,NULL,charlyn.cantrell@yahoo.com,8756 Euclid St.,West Islip,"NY,11795"
1210,Shawnna,Frank,NULL,shawnna.frank@hotmail.com,17 NW. Cottage Lane,Woodside,"NY,11377"
856,Lara,Guy,NULL,lara.guy@aol.com,9809 E. Walnut Drive,Ronkonkoma,"NY,11779"
249,Magda,Eaton,NULL,magda.eaton@aol.com,860 Middle River Street,Ossining,"NY,10562"
1297,Vanessa,West,NULL,vanessa.west@gmail.com,34 Prairie Lane,New Rochelle,"NY,10801"
1342,Lekisha,Pope,NULL,lekisha.pope@msn.com,390 Livingston Avenue,Freeport,"NY,11520"
758,Raymonde,Garcia,NULL,raymonde.garcia@aol.com,55 NE. North St.,Queensbury,"NY,12804"
290,Barry,Buckner,NULL,barry.buckner@gmail.com,8779 High Noon Rd.,Centereach,"NY,11720"
981,Christel,Cardenas,(562) 342-8083,christel.cardenas@aol.com,428 S. Swanson Drive,Long Beach,"NY,11561"
423,Johna,Powers,NULL,johna.powers@hotmail.com,379 Central Ave.,Deer Park,"NY,11729"
1106,Jerri,Henry,NULL,jerri.henry@msn.com,141 N. Purple Finch Avenue,Spring Valley,"NY,10977"
41,Kathie,Freeman,NULL,kathie.freeman@msn.com,667 Temple Dr.,Queensbury,"NY,12804"
483,Gayla,Sims,NULL,gayla.sims@gmail.com,98 Hall Street,Lindenhurst,"NY,11757"
875,Tanesha,Sawyer,NULL,tanesha.sawyer@aol.com,9B Kingston Lane,Rosedale,"NY,11422"
70,Tomasa,Carson,NULL,tomasa.carson@aol.com,10 Clark Avenue,East Elmhurst,"NY,11369"
1137,Dottie,Roberts,NULL,dottie.roberts@aol.com,8252 Theatre St.,Port Washington,"NY,11050"
679,Tuan,Wolfe,NULL,tuan.wolfe@aol.com,7641 Oak Meadow Dr.,West Babylon,"NY,11704"
329,Marilyn,Frank,NULL,marilyn.frank@aol.com,8878 Branch Street,Port Chester,"NY,10573"
111,Shila,White,NULL,shila.white@msn.com,94 Lakeshore Street,Orchard Park,"NY,14127"
405,Greta,Page,NULL,greta.page@hotmail.com,8316 Augusta Drive,Commack,"NY,11725"
966,Novella,Patel,NULL,novella.patel@gmail.com,500 Livingston Street,Glen Cove,"NY,11542"
1411,Shanda,Stevenson,NULL,shanda.stevenson@yahoo.com,9547 N. Courtland St.,Freeport,"NY,11520"
568,Arcelia,Vinson,NULL,arcelia.vinson@gmail.com,40 Dogwood St.,West Islip,"NY,11795"
1409,Lamar,Bush,(716) 294-7174,lamar.bush@msn.com,76 Lilac Drive,Buffalo,"NY,14215"
707,Terese,Briggs,NULL,terese.briggs@msn.com,16 N. Oak Valley St.,Woodside,"NY,11377"
742,Evelina,Manning,NULL,evelina.manning@aol.com,7515 Spring St.,Mount Vernon,"NY,10550"
1299,Shauna,Edwards,NULL,shauna.edwards@msn.com,8 Dogwood Ave.,Yorktown Heights,"NY,10598"
321,Chere,Hardin,NULL,chere.hardin@yahoo.com,763 Fulton Road,Brooklyn,"NY,11201"
812,Martha,Burgess,NULL,martha.burgess@msn.com,9631 St Margarets Lane,Woodhaven,"NY,11421"
831,Lory,Berg,NULL,lory.berg@aol.com,64 Vine Drive,Oswego,"NY,13126"
1148,Lenore,Valdez,NULL,lenore.valdez@msn.com,829 Birchpond Street,Spring Valley,"NY,10977"
1027,Shanita,Wiley,NULL,shanita.wiley@yahoo.com,121 Bridge Lane,Saint Albans,"NY,11412"
820,Sandy,Mills,NULL,sandy.mills@gmail.com,333 Olive Ave.,Schenectady,"NY,12302"
456,Serina,Hensley,NULL,serina.hensley@yahoo.com,53 Proctor Drive,Jamaica,"NY,11432"
480,Garland,Weaver,NULL,garland.weaver@gmail.com,7161 Goldfield Court,Amsterdam,"NY,12010"
500,Moira,Lester,NULL,moira.lester@msn.com,496 Greystone Court,Jackson Heights,"NY,11372"
1324,Arla,Ellis,NULL,arla.ellis@yahoo.com,127 Crescent Ave.,Utica,"NY,13501"
1179,Vernetta,Banks,NULL,vernetta.banks@aol.com,7633 Albany St.,Brooklyn,"NY,11201"
739,Bobbi,Banks,NULL,bobbi.banks@yahoo.com,396 Wagon Rd.,Bayside,"NY,11361"
58,Damien,Dorsey,NULL,damien.dorsey@yahoo.com,161 Old York Street,Central Islip,"NY,11722"
902,Elease,Dejesus,NULL,elease.dejesus@gmail.com,7800 Magnolia Street,Oswego,"NY,13126"
512,Hee,Greer,NULL,hee.greer@hotmail.com,41 North Garfield Ave.,Selden,"NY,11784"
337,Majorie,Wyatt,NULL,majorie.wyatt@yahoo.com,8507 Miller St.,South Ozone Park,"NY,11420"
1407,Hugh,Craft,NULL,hugh.craft@msn.com,8716 Homewood Court,Centereach,"NY,11720"
226,Kiana,Rivera,NULL,kiana.rivera@gmail.com,9 Sheffield Dr.,Richmond Hill,"NY,11418"
1100,Penny,Acevedo,NULL,penny.acevedo@yahoo.com,318 Mulberry Drive,Ballston Spa,"NY,12020"
223,Scarlet,Yates,NULL,scarlet.yates@hotmail.com,687 Shirley St.,Patchogue,"NY,11772"
797,Cathey,Lamb,NULL,cathey.lamb@msn.com,9621 Ryan Drive,Bayside,"NY,11361"
177,Carissa,Foreman,NULL,carissa.foreman@msn.com,69C N. Ridge Rd.,Maspeth,"NY,11378"
732,Lavona,Austin,NULL,lavona.austin@yahoo.com,926 South Euclid St.,Utica,"NY,13501"
457,Jeni,Farley,NULL,jeni.farley@aol.com,4 Mill Lane,Richmond Hill,"NY,11418"
103,Sylvie,Wilkerson,NULL,sylvie.wilkerson@yahoo.com,750 Central Ave.,Syosset,"NY,11791"
997,Trinidad,Mcclain,NULL,trinidad.mcclain@msn.com,98 Tunnel Drive,Baldwin,"NY,11510"
741,Laci,Castro,NULL,laci.castro@hotmail.com,130 Birchpond Street,Saint Albans,"NY,11412"
895,Elaina,Key,NULL,elaina.key@msn.com,1 Main St.,Plainview,"NY,11803"
971,Samual,Warner,(631) 151-4988,samual.warner@gmail.com,8735 Thatcher Dr.,Brentwood,"NY,11717"
1156,Han,Wade,NULL,han.wade@hotmail.com,587 Sulphur Springs St.,Howard Beach,"NY,11414"
582,Soledad,Moses,NULL,soledad.moses@yahoo.com,85 Hickory Ave.,Jackson Heights,"NY,11372"
1388,Nanette,Harris,NULL,nanette.harris@hotmail.com,26 Pin Oak Lane,East Meadow,"NY,11554"
630,Zulema,Browning,NULL,zulema.browning@gmail.com,12 NW. Lafayette St.,Amsterdam,"NY,12010"
308,Mazie,Fernandez,NULL,mazie.fernandez@hotmail.com,583 Harvard Ave.,Webster,"NY,14580"
352,Josef,Greer,NULL,josef.greer@gmail.com,92 Summer Court,Jamaica,"NY,11432"
12,Robby,Sykes,(516) 583-7761,robby.sykes@hotmail.com,486 Rock Maple Street,Hempstead,"NY,11550"
604,Kylee,Dickson,NULL,kylee.dickson@gmail.com,7908 Sherwood Street,Amityville,"NY,11701"
504,Tiana,Henderson,NULL,tiana.henderson@aol.com,62 Orange St.,Franklin Square,"NY,11010"
1391,Sheryl,Chase,NULL,sheryl.chase@gmail.com,388 Cedar Avenue,Floral Park,"NY,11001"
1170,Mechelle,Chan,NULL,mechelle.chan@gmail.com,458 Overlook Street,Richmond Hill,"NY,11418"
1184,Annabelle,Hebert,NULL,annabelle.hebert@aol.com,9745 Nicolls Lane,Spring Valley,"NY,10977"
822,Kristy,Watkins,NULL,kristy.watkins@gmail.com,977 South Brook Ave.,Howard Beach,"NY,11414"
489,Kirstie,Vazquez,NULL,kirstie.vazquez@gmail.com,8006 Rockland Ave.,Saratoga Springs,"NY,12866"
1435,Merrie,Fowler,NULL,merrie.fowler@aol.com,532 Leatherwood Ave.,Scarsdale,"NY,10583"
897,Bettyann,Acosta,(717) 746-6658,bettyann.acosta@gmail.com,7949 Chapel St.,Lancaster,"NY,14086"
1187,Kenyetta,Mason,NULL,kenyetta.mason@msn.com,98 Poplar Ave.,Flushing,"NY,11354"
479,Gertha,Mejia,NULL,gertha.mejia@yahoo.com,518 Orchard St.,Flushing,"NY,11354"
147,Bernetta,Marquez,NULL,bernetta.marquez@hotmail.com,626 E. Dunbar Street,Smithtown,"NY,11787"
909,Alita,Salinas,NULL,alita.salinas@hotmail.com,8550 Bear Hill Ave.,Uniondale,"NY,11553"
202,Marni,Bolton,(717) 670-6268,marni.bolton@msn.com,7469 Plymouth Ave.,Lancaster,"NY,14086"
1399,Angelika,Perry,NULL,angelika.perry@msn.com,7684 South Branch Drive,Canandaigua,"NY,14424"
611,Ashleigh,Frank,NULL,ashleigh.frank@gmail.com,9008 Plymouth Street,Levittown,"NY,11756"
1241,Nathaniel,Davidson,NULL,nathaniel.davidson@hotmail.com,7476 Henry Smith Street,Rome,"NY,13440"
508,Vance,Taylor,(717) 218-5607,vance.taylor@msn.com,8279 Military Dr.,Lancaster,"NY,14086"
473,Lashawna,Richardson,NULL,lashawna.richardson@hotmail.com,9920 Purple Finch St.,Baldwin,"NY,11510"
1345,Arie,Hunter,NULL,arie.hunter@msn.com,66 Old State Rd.,Flushing,"NY,11354"
1159,Charlene,Norris,NULL,charlene.norris@msn.com,972 South Sierra Drive,Syosset,"NY,11791"
425,Augustina,Joyner,NULL,augustina.joyner@aol.com,7931 Honey Creek Court,Mount Vernon,"NY,10550"
667,Etsuko,Garrison,NULL,etsuko.garrison@yahoo.com,1 Arrowhead Street,Richmond Hill,"NY,11418"
727,Kasha,Sullivan,NULL,kasha.sullivan@hotmail.com,48 Foster Rd.,Scarsdale,"NY,10583"
281,Rayna,Perry,NULL,rayna.perry@hotmail.com,7238 Oakland St.,Ozone Park,"NY,11417"
636,Ashton,Lott,NULL,ashton.lott@hotmail.com,609 Windfall Lane,Floral Park,"NY,11001"
255,Flossie,Holder,NULL,flossie.holder@msn.com,8459 W. Newport Court,Massapequa Park,"NY,11762"
122,Shena,Carter,NULL,shena.carter@yahoo.com,72 University Road,Howard Beach,"NY,11414"
1126,Elmira,Levy,NULL,elmira.levy@gmail.com,6 Columbia Dr.,Spring Valley,"NY,10977"
918,Kristel,Bullock,NULL,kristel.bullock@yahoo.com,7292 Armstrong Drive,Smithtown,"NY,11787"
643,Melba,Wilkinson,NULL,melba.wilkinson@gmail.com,255 Harvard Dr.,Floral Park,"NY,11001"
1146,Charlsie,Carson,NULL,charlsie.carson@hotmail.com,3 South Grant Avenue,Saint Albans,"NY,11412"
62,Alica,Hunter,NULL,alica.hunter@hotmail.com,8 San Juan Drive,East Elmhurst,"NY,11369"
1050,Rozella,Fitzgerald,NULL,rozella.fitzgerald@yahoo.com,7795 Myers Ave.,Shirley,"NY,11967"
96,Floretta,Higgins,NULL,floretta.higgins@hotmail.com,870 Lilac Dr.,Bayside,"NY,11361"
180,Karey,Steele,NULL,karey.steele@gmail.com,8879 Kent Lane,Farmingdale,"NY,11735"
1226,Qiana,Jackson,NULL,qiana.jackson@gmail.com,56 Galvin Street,East Northport,"NY,11731"
1331,Divina,Reeves,NULL,divina.reeves@hotmail.com,767 Bradford Dr.,Newburgh,"NY,12550"
510,Faustino,Delacruz,NULL,faustino.delacruz@msn.com,88 West Greenview Street,South Richmond Hill,"NY,11419"
1122,Cicely,Deleon,NULL,cicely.deleon@yahoo.com,751 Newbridge Ave.,Massapequa Park,"NY,11762"
650,Rita,Bailey,NULL,rita.bailey@hotmail.com,69 Glenwood Street,Ossining,"NY,10562"
274,Josh,Shaw,NULL,josh.shaw@gmail.com,212 North Leeton Ridge Street,Hopewell Junction,"NY,12533"
293,Tiny,French,NULL,tiny.french@hotmail.com,7163 Hall St.,Plainview,"NY,11803"
801,Ophelia,Rodgers,NULL,ophelia.rodgers@gmail.com,133 Joy Ridge Drive,Hopewell Junction,"NY,12533"
908,Delmar,Wise,NULL,delmar.wise@yahoo.com,8355 Kingston Avenue,Lockport,"NY,14094"
709,Vinnie,Chan,NULL,vinnie.chan@aol.com,8750 Surrey St.,Forest Hills,"NY,11375"
1325,Magdalena,Sherman,NULL,magdalena.sherman@gmail.com,176 Sunbeam St.,Oswego,"NY,13126"
222,Anya,Contreras,NULL,anya.contreras@msn.com,38 Old Fairground St.,East Northport,"NY,11731"
527,Afton,Juarez,NULL,afton.juarez@gmail.com,8330 Riverview Drive,Coram,"NY,11727"
227,Danielle,Bond,NULL,danielle.bond@msn.com,8589 Shub Farm Street,Patchogue,"NY,11772"
1243,Heide,Reed,NULL,heide.reed@yahoo.com,9174 Coffee Drive,Floral Park,"NY,11001"
1277,Piedad,Irwin,NULL,piedad.irwin@hotmail.com,581 Garden St.,Coram,"NY,11727"
1385,Kenton,Hughes,NULL,kenton.hughes@gmail.com,632 Sleepy Hollow Drive,Canandaigua,"NY,14424"
1227,Magali,Dixon,(248) 279-5331,magali.dixon@msn.com,815 Del Monte Court,Troy,"NY,12180"
193,Ayanna,Rhodes,NULL,ayanna.rhodes@msn.com,7425 Pheasant St.,Hicksville,"NY,11801"
1310,Emanuel,Mckee,NULL,emanuel.mckee@yahoo.com,9411 Lake Dr.,Schenectady,"NY,12302"
140,Cleopatra,Tate,NULL,cleopatra.tate@aol.com,97 N. Glenwood St.,East Elmhurst,"NY,11369"
54,Fran,Yang,NULL,fran.yang@hotmail.com,440 Pearl St.,Utica,"NY,13501"
809,Elnora,Simpson,NULL,elnora.simpson@yahoo.com,7157 Shore Ave.,Bellmore,"NY,11710"
563,Rodney,Odom,NULL,rodney.odom@yahoo.com,7782 North Deerfield Lane,Richmond Hill,"NY,11418"
1235,Georgina,Gonzales,NULL,georgina.gonzales@yahoo.com,307 Chapel St.,Endicott,"NY,13760"
390,Lorrie,Pollard,NULL,lorrie.pollard@yahoo.com,7834 Shore Ave.,Ronkonkoma,"NY,11779"
1376,Kimberley,Reynolds,NULL,kimberley.reynolds@aol.com,8475 Homewood Street,Port Washington,"NY,11050"
503,Marlo,Jefferson,NULL,marlo.jefferson@gmail.com,39 Trenton Rd.,Niagara Falls,"NY,14304"
944,Tonja,Henderson,NULL,tonja.henderson@aol.com,82 Alton St.,Scarsdale,"NY,10583"
1405,Thanh,Figueroa,NULL,thanh.figueroa@yahoo.com,6 Roberts Drive,Mount Vernon,"NY,10550"
471,Burma,Summers,NULL,burma.summers@yahoo.com,890 East Elmwood Street,Freeport,"NY,11520"
1309,Kimberli,Cline,NULL,kimberli.cline@yahoo.com,7115 Stonybrook Court,Centereach,"NY,11720"
597,Rudolf,Moran,NULL,rudolf.moran@gmail.com,5 Birchwood Rd.,Maspeth,"NY,11378"
463,Jerlene,Rios,NULL,jerlene.rios@yahoo.com,32 Griffin St.,Plainview,"NY,11803"
837,Kellye,Campbell,NULL,kellye.campbell@gmail.com,75 Marsh St.,Baldwinsville,"NY,13027"
536,Christiane,Bradford,NULL,christiane.bradford@gmail.com,9043 Woodland Ave.,Orchard Park,"NY,14127"
1355,Thad,Gilliam,NULL,thad.gilliam@hotmail.com,8844 Gonzales Court,Levittown,"NY,11756"
805,Phillis,Fowler,NULL,phillis.fowler@aol.com,8976 N. Hall Street,Clifton Park,"NY,12065"
813,Neville,Mcclain,NULL,neville.mcclain@yahoo.com,781 Buttonwood Ave.,West Hempstead,"NY,11552"
468,Jeanett,Herman,NULL,jeanett.herman@hotmail.com,839 East Arch Street,Lindenhurst,"NY,11757"
450,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St.,Carmel,"NY,10512"
724,Lois,Steele,NULL,lois.steele@yahoo.com,7501 South Marlborough Street,Ossining,"NY,10562"
45,Bennett,Armstrong,NULL,bennett.armstrong@aol.com,688 Walnut Street,Bethpage,"NY,11714"
1092,Lavinia,Cotton,NULL,lavinia.cotton@yahoo.com,7485 Bridle Street,East Northport,"NY,11731"
1290,Minnie,Compton,NULL,minnie.compton@gmail.com,185 Hudson Street,South Richmond Hill,"NY,11419"
73,Melanie,Hayes,NULL,melanie.hayes@msn.com,5 N. Hall Dr.,Liverpool,"NY,13090"
1393,Vivian,Deleon,NULL,vivian.deleon@msn.com,9925 Hamilton Street,Jamaica,"NY,11432"
965,Margit,Osborn,NULL,margit.osborn@yahoo.com,909 Gulf Drive,Plainview,"NY,11803"
1270,Ciera,Webb,NULL,ciera.webb@yahoo.com,958 Anderson Ave.,Orchard Park,"NY,14127"
1198,Cheryll,Snyder,NULL,cheryll.snyder@yahoo.com,77 E. Liberty St.,Brooklyn,"NY,11201"
935,Genevie,Miles,NULL,genevie.miles@aol.com,45 West Sulphur Springs Ave.,Monroe,"NY,10950"
938,Emory,O'connor,(507) 606-2192,emory.o'connor@gmail.com,34 Foxrun Street,Rochester,"NY,14606"
970,Ruth,Horton,NULL,ruth.horton@gmail.com,488 Mulberry Ave.,Hollis,"NY,11423"
38,Zelma,Browning,NULL,zelma.browning@aol.com,296 Second Street,Astoria,"NY,11102"
1101,Louise,Flowers,NULL,louise.flowers@yahoo.com,28 N. Gregory Court,Depew,"NY,14043"
493,Lise,Alvarado,NULL,lise.alvarado@gmail.com,9816 Newcastle Dr.,Hamburg,"NY,14075"
795,Mariam,Miranda,NULL,mariam.miranda@aol.com,18 East Washington Avenue,Franklin Square,"NY,11010"
1018,Carita,Salinas,NULL,carita.salinas@yahoo.com,90 Griffin Street,Maspeth,"NY,11378"
1060,Tommie,Cooley,(717) 634-4113,tommie.cooley@yahoo.com,92 Hickory St.,Lancaster,"NY,14086"
1252,Adriene,Rollins,NULL,adriene.rollins@msn.com,55 Cambridge Street,Plainview,"NY,11803"
1083,Cher,Alston,NULL,cher.alston@msn.com,38 Wild Horse Road,Wantagh,"NY,11793"
586,Ulysses,Gaines,NULL,ulysses.gaines@aol.com,22 Gregory Lane,Monsey,"NY,10952"
1209,Deandrea,Cox,NULL,deandrea.cox@msn.com,617 Sycamore Street,Huntington,"NY,11743"
1350,Annett,Rush,NULL,annett.rush@hotmail.com,758 Fordham Lane,Rosedale,"NY,11422"
158,Alane,Kennedy,NULL,alane.kennedy@yahoo.com,34 Green Lake Street,Spring Valley,"NY,10977"
534,Alejandro,Haney,NULL,alejandro.haney@msn.com,3 Griffin Street,Wantagh,"NY,11793"
887,Graig,Cannon,NULL,graig.cannon@gmail.com,36 Oklahoma Ave.,Syosset,"NY,11791"
102,Marisol,Goodman,NULL,marisol.goodman@gmail.com,864 East Cherry St.,Canandaigua,"NY,14424"
1387,Phylicia,Stout,NULL,phylicia.stout@aol.com,8842 Littleton Lane,Canandaigua,"NY,14424"
1084,Regine,Odom,NULL,regine.odom@msn.com,684 N. Mayfield Ave.,Franklin Square,"NY,11010"
1069,Rodolfo,Buck,NULL,rodolfo.buck@gmail.com,8359 Brewery Street,Shirley,"NY,11967"
1269,Gustavo,Gamble,NULL,gustavo.gamble@msn.com,8054 W. Meadowbrook Street,Port Washington,"NY,11050"
431,Luciano,Marsh,NULL,luciano.marsh@aol.com,7685 South Willow Drive,Bellmore,"NY,11710"
750,Romaine,Salazar,NULL,romaine.salazar@yahoo.com,7700 Wentworth Rd.,Monsey,"NY,10952"
388,Aleta,Stone,NULL,aleta.stone@aol.com,8 Elm Dr.,Whitestone,"NY,11357"
1282,Alexis,Mack,(845) 707-6088,alexis.mack@aol.com,7767 Sutor Ave.,New City,"NY,10956"
458,Everett,Vega,NULL,everett.vega@yahoo.com,7859 James Ave.,Holbrook,"NY,11741"
1058,Aisha,Woods,NULL,aisha.woods@gmail.com,9292 Bear Hill Ave.,Webster,"NY,14580"
363,Kaci,Gallegos,NULL,kaci.gallegos@gmail.com,8573 Halifax St.,Ballston Spa,"NY,12020"
152,Katherina,Odom,NULL,katherina.odom@yahoo.com,897 N. Oak Drive,Plainview,"NY,11803"
